路名,交通态势,速度,经度,纬度,编号
１０４国道,1,50,120.957657,29.4521561,11
１０４国道,1,50,120.957458,29.4522228,11
１０４国道,1,50,120.957283,29.4523067,11
１０４国道,1,50,120.957016,29.4524765,11
１０４国道,1,50,120.956642,29.4527378,11
１０４国道,1,50,120.956367,29.4529476,11
１０４国道,1,50,120.956085,29.4531155,11
１０４国道,1,50,120.955795,29.4532356,11
１０４国道,1,50,120.955559,29.4533024,11
１０４国道,1,50,120.955215,29.4533787,11
１０４国道,1,50,120.953865,29.4535465,11
１０４国道,1,50,120.953033,29.4536934,11
１０４国道,1,50,120.951843,29.4539776,11
１０４国道,1,50,120.951019,29.4542274,11
１０４国道,1,50,120.95063,29.4543819,11
１０４国道,1,50,120.950302,29.4545555,11
１０４国道,1,50,120.949158,29.4552402,11
１０４国道,1,50,120.948921,29.4553604,11
１０４国道,1,50,120.948654,29.4554348,11
１０４国道,1,50,120.948425,29.4554844,11
１０４国道,1,50,120.948204,29.4555016,11
１０４国道,1,50,120.947891,29.4555016,11
１０４国道,1,50,120.947075,29.4554443,11
１０４国道,1,50,120.946686,29.4554348,11
１０４国道,1,50,120.946274,29.4554443,11
１０４国道,1,50,120.945984,29.4554672,11
１０４国道,1,50,120.945648,29.4555206,11
１０４国道,1,50,120.945244,29.4556313,11
１０４国道,1,50,120.944855,29.4557514,11
１０４国道,1,50,120.944336,29.4559517,11
１０４国道,1,50,120.943451,29.4563198,11
１０４国道,1,50,120.942535,29.4567204,11
１０４国道,1,50,120.940834,29.4575653,11
１０４国道,1,50,120.93856,29.4589596,11
１０４国道,1,50,120.938148,29.4592037,11
１０４国道,1,50,120.937775,29.4593773,11
１０４国道,1,50,120.937424,29.4595146,11
１０４国道,1,50,120.937065,29.4596138,11
１０４国道,1,50,120.936714,29.4596615,11
１０４国道,1,50,120.934113,29.4599285,11
１０４国道,1,50,120.933708,29.4599991,11
１０４国道,1,50,120.933426,29.4600658,11
１０４国道,1,50,120.933144,29.4601555,11
１０４国道,1,50,120.932854,29.4602718,11
１０４国道,1,50,120.932571,29.4604092,11
１０４国道,1,50,120.932213,29.4606361,11
１０４国道,1,50,120.931801,29.4609203,11
１０４国道,1,50,120.931068,29.4614582,11
１０４国道,1,50,120.929497,29.4626179,11
１０４国道,1,50,120.928085,29.4635506,11
１０４国道,1,50,120.92704,29.4641857,11
１０４国道,1,50,120.926201,29.4646702,11
１０４国道,1,50,120.922287,29.466898,11
１０４国道,1,50,120.921158,29.46768,11
１０４国道,1,50,120.920021,29.4685955,11
１０４国道,1,50,120.917816,29.4703102,11
１０４国道,1,50,120.917229,29.470787,11
１０４国道,1,50,120.916748,29.4711113,11
１０４国道,1,50,120.916107,29.4714622,11
１０４国道,1,50,120.915573,29.471693,11
１０４国道,1,50,120.914719,29.4719963,11
１０４国道,1,50,120.913544,29.4723377,11
１０４国道,1,50,120.912498,29.4726391,11
１０４国道,1,50,120.911545,29.4729729,11
１０４国道,1,50,120.911179,29.4731503,11
１０４国道,1,50,120.910957,29.4732933,11
１０４国道,1,50,120.910706,29.473484,11
１０４国道,1,50,120.910477,29.4736843,11
１０４国道,1,50,120.909828,29.4743462,11
１０４国道,1,50,120.909142,29.4750271,11
１０４国道,1,50,120.908287,29.475769,11
１０４国道,1,50,120.907608,29.4763336,11
１０４国道,1,50,120.907188,29.4767075,11
１０４国道,1,50,120.906815,29.4770927,11
１０４国道,1,50,120.90667,29.4772968,11
１０４国道,1,50,120.906563,29.4774799,11
１０４国道,1,50,120.906456,29.4776897,11
１０４国道,1,50,120.90638,29.4778671,11
１０４国道,1,50,120.906319,29.4781475,11
１０４国道,1,50,120.906113,29.4792213,11
１０４国道,1,50,120.906029,29.4795341,11
１０４国道,1,50,120.905952,29.4797192,11
１０４国道,1,50,120.90593,29.4797649,11
１０４国道,1,50,120.905807,29.4799862,11
１０４国道,1,50,120.905609,29.4802437,11
１０４国道,1,50,120.905357,29.4804897,11
１０４国道,1,50,120.905037,29.4807339,11
１０４国道,1,50,120.904716,29.4808979,11
１０４国道,1,50,120.904373,29.4810352,11
１０４国道,1,50,120.904068,29.4811058,11
１０４国道,1,50,120.903564,29.4811687,11
１０４国道,1,50,120.902863,29.4811592,11
１０４国道,1,50,120.902313,29.4811115,11
１０４国道,1,50,120.901566,29.4810658,11
１０４国道,1,50,120.9011,29.4810848,11
１０４国道,1,50,120.900703,29.4811325,11
１０４国道,1,50,120.900322,29.4812126,11
１０４国道,1,50,120.900131,29.4812584,11
１０４国道,1,50,120.898979,29.4815903,11
１０４国道,1,50,120.898323,29.4818172,11
１０４国道,1,50,120.897675,29.4821014,11
１０４国道,1,50,120.897049,29.4824047,11
１０４国道,1,50,120.896515,29.4826527,11
１０４国道,1,50,120.896133,29.4828186,11
１０４国道,1,50,120.895752,29.4829464,11
１０４国道,1,50,120.895363,29.4830399,11
１０４国道,1,50,120.894989,29.4830894,11
１０４国道,1,50,120.89463,29.4831104,11
１０４国道,1,50,120.894196,29.4831028,11
１０４国道,1,50,120.893806,29.4830494,11
１０４国道,1,50,120.893402,29.4829559,11
１０４国道,1,50,120.892464,29.4826488,11
１０４国道,1,50,120.892029,29.4825249,11
１０４国道,1,50,120.891655,29.4824715,11
１０４国道,1,50,120.891289,29.4824448,11
１０４国道,1,50,120.890862,29.4824848,11
１０４国道,1,50,120.890503,29.4825554,11
１０４国道,1,50,120.890152,29.4826794,11
１０４国道,1,50,120.889793,29.482872,11
１０４国道,1,50,120.889549,29.4830494,11
１０４国道,1,50,120.889313,29.483263,11
１０４国道,1,50,120.889099,29.4834976,11
１０４国道,1,50,120.888924,29.4837875,11
１０４国道,1,50,120.88871,29.4842587,11
１０４国道,1,50,120.888359,29.4851341,11
１０４国道,1,50,120.888123,29.485569,11
１０４国道,1,50,120.88784,29.4859905,11
１０４国道,1,50,120.887474,29.4864674,11
１０４国道,1,50,120.887199,29.4868755,11
１０４国道,1,50,120.886917,29.4873867,11
１０４国道,1,50,120.886345,29.488306,11
１０４国道,1,50,120.886131,29.4885731,11
１０４国道,1,50,120.886047,29.4886703,11
１０４国道,1,50,120.885941,29.4887733,11
１０４国道,1,50,120.885803,29.4888706,11
１０４国道,1,50,120.885582,29.4890079,11
１０４国道,1,50,120.885376,29.4891014,11
１０４国道,1,50,120.885025,29.4892082,11
１０４国道,1,50,120.884567,29.4892979,11
１０４国道,1,50,120.883575,29.4894848,11
１０４国道,1,50,120.88295,29.4896259,11
１０４国道,1,50,120.882492,29.4897556,11
１０４国道,1,50,120.881798,29.4900036,11
１０４国道,1,50,120.881233,29.490263,11
１０４国道,1,50,120.880692,29.4905643,11
１０４国道,1,50,120.880569,29.490654,11
１０４国道,1,50,120.880424,29.4907417,11
１０４国道,1,50,120.879021,29.4916706,11
１０４国道,1,50,120.874367,29.4948044,11
１０４国道,1,50,120.871597,29.4964714,11
１０４国道,1,50,120.869881,29.4974442,11
１０４国道,1,50,120.869255,29.4977684,11
１０４国道,1,50,120.868179,29.4983387,11
１０４国道,1,50,120.86512,29.4999371,11
１０４国道,1,50,120.863197,29.5009861,11
１０４国道,1,50,120.862083,29.5018044,11
１０４国道,1,50,120.861237,29.5024929,11
１０４国道,1,50,120.860779,29.5029564,11
１０４国道,1,50,120.860161,29.5036049,11
１０４国道,1,50,120.859688,29.5042229,11
１０４国道,1,50,120.859184,29.5049782,11
１０４国道,1,50,120.858276,29.5064926,11
１０４国道,1,50,120.858185,29.5066452,11
１０４国道,1,50,120.856659,29.5093994,11
１０４国道,1,50,120.856194,29.5103474,11
１０４国道,1,50,120.855972,29.5109425,11
１０４国道,1,50,120.855766,29.5116482,11
１０４国道,1,50,120.855682,29.5121021,11
１０４国道,1,50,120.855591,29.5127907,11
１０４国道,1,50,120.855446,29.5141068,11
１０４国道,1,50,120.855232,29.5157642,11
１０４国道,1,50,120.855125,29.5165558,11
１０４国道,1,50,120.854988,29.5171375,11
１０４国道,1,50,120.854828,29.5175819,11
１０４国道,1,50,120.854652,29.5180264,11
１０４国道,1,50,120.854515,29.51828,11
１０４国道,1,50,120.854012,29.519125,11
１０４国道,1,50,120.853638,29.5196495,11
１０４国道,1,50,120.853104,29.5202045,11
１０４国道,1,50,120.852394,29.5208569,11
１０４国道,1,50,120.85173,29.521328,11
１０４国道,1,50,120.851677,29.5213604,11
１０４国道,1,50,120.851624,29.5213909,11
１０４国道,1,50,120.851158,29.5216217,11
１０４国道,1,50,120.849159,29.5225601,11
１０４国道,1,50,120.84536,29.5243874,11
１０４国道,1,50,120.839844,29.5271606,11
１０４国道,1,50,120.839607,29.5272617,11
１０４国道,1,50,120.836227,29.5284138,11
１０４国道,1,50,120.835258,29.5287914,11
１０４国道,1,50,120.834602,29.5291061,11
１０４国道,1,50,120.834,29.5294933,11
１０４国道,1,50,120.833443,29.529911,11
１０４国道,1,50,120.832962,29.5303459,11
１０４国道,1,50,120.832458,29.5309505,11
１０４国道,1,50,120.832619,29.5313683,11
１０４国道,1,50,120.832657,29.5315342,11
１０４国道,1,50,120.832672,29.5316391,11
１０４国道,1,50,120.832649,29.5317421,11
１０４国道,1,50,120.832619,29.531826,11
１０４国道,1,50,120.832535,29.5320091,11
１０４国道,1,50,120.832306,29.5323639,11
１０４国道,1,50,120.832054,29.532711,11
１０４国道,1,50,120.831772,29.5332222,11
１０４国道,1,50,120.831696,29.5334129,11
１０４国道,1,50,120.831619,29.5336704,11
１０４国道,1,50,120.831581,29.5338974,11
１０４国道,1,50,120.831573,29.5340748,11
１０４国道,1,50,120.831573,29.5342484,11
１０４国道,1,50,120.831589,29.5343914,11
１０４国道,1,50,120.831642,29.5346222,11
１０４国道,1,50,120.831696,29.5347691,11
１０４国道,1,50,120.831833,29.5350494,11
１０４国道,1,50,120.831917,29.5352039,11
１０４国道,1,50,120.832001,29.5353775,11
１０４国道,1,50,120.832054,29.5355415,11
１０４国道,1,50,120.832092,29.5357113,11
１０４国道,1,50,120.8321,29.5358753,11
１０４国道,1,50,120.832077,29.5360489,11
１０４国道,1,50,120.832054,29.5361557,11
１０４国道,1,50,120.832016,29.5363159,11
１０４国道,1,50,120.831963,29.5364761,11
１０４国道,1,50,120.83194,29.5366573,11
１０４国道,1,50,120.831894,29.5370674,11
１０４国道,1,50,120.831909,29.5383549,11
１０４国道,1,50,120.831947,29.5387821,11
１０４国道,1,50,120.831963,29.539072,11
１０４国道,1,50,120.831985,29.5393963,11
１０４国道,1,50,120.832176,29.5411644,11
１０４国道,1,50,120.83226,29.5421734,11
１０４国道,1,50,120.832336,29.5437565,11
１０４国道,1,50,120.832359,29.5453415,11
１０４国道,1,50,120.832321,29.5462265,11
１０４国道,1,50,120.832283,29.5486584,11
１０４国道,1,50,120.832214,29.5504971,11
１０４国道,1,50,120.832199,29.5513783,11
１０４国道,1,50,120.832214,29.5523205,11
１０４国道,1,50,120.832275,29.5535641,11
１０４国道,1,50,120.832443,29.5551605,11
１０４国道,1,50,120.832497,29.5557423,11
１０４国道,1,50,120.832741,29.5581779,11
１０４国道,1,50,120.833031,29.5608311,11
１０４国道,1,50,120.833275,29.5623779,11
１０４国道,1,50,120.833832,29.5648232,11
１０４国道,1,50,120.834274,29.5667686,11
１０４国道,1,50,120.834396,29.5673294,11
１０４国道,1,50,120.834816,29.5695019,11
１０４国道,1,50,120.835037,29.5712452,11
１０４国道,1,50,120.835289,29.5730171,11
１０４国道,1,50,120.835304,29.5730171,11
１０４国道,1,50,120.835358,29.5730305,11
１０４国道,1,50,120.835411,29.5730534,11
１０４国道,1,50,120.835464,29.5730934,11
１０４国道,1,50,120.835503,29.5731335,11
１０４国道,1,50,120.835526,29.5731697,11
１０４国道,1,50,120.835548,29.5732136,11
１０４国道,1,50,120.835556,29.5732441,11
１０４国道,1,50,120.835556,29.573307,11
１０４国道,1,50,120.835548,29.573391,11
１０４国道,1,50,120.835541,29.5734138,11
１０４国道,1,50,120.835518,29.5734577,11
１０４国道,1,50,120.835487,29.5734882,11
１０４国道,1,50,120.835457,29.5735207,11
１０４国道,1,50,120.835411,29.5735474,11
１０４国道,1,50,120.835365,29.5735683,11
１０４国道,1,50,120.835327,29.5735779,11
１０４国道,1,50,120.835289,29.5737591,11
１０４国道,1,50,120.835274,29.573885,11
１０４国道,1,50,120.835274,29.5740223,11
１０４国道,1,50,120.83535,29.5748749,11
１０４国道,1,50,120.835381,29.5763111,11
１０４国道,1,50,120.835327,29.577858,11
１０４国道,1,50,120.835197,29.5801239,11
１０４国道,1,50,120.834969,29.5834885,11
１０４国道,1,50,120.834915,29.5845814,11
１０４国道,1,50,120.834892,29.5848446,11
１０４国道,1,50,120.834869,29.5849857,11
１０４国道,1,50,120.834824,29.5851555,11
１０４国道,1,50,120.834755,29.5853462,11
１０４国道,1,50,120.834694,29.5855236,11
１０４国道,1,50,120.834595,29.5856972,11
１０４国道,1,50,120.834473,29.5858974,11
１０４国道,1,50,120.83429,29.5860882,11
１０４国道,1,50,120.834084,29.5862675,11
１０４国道,1,50,120.833939,29.5863857,11
１０４国道,1,50,120.831909,29.5879726,11
１０４国道,1,50,120.831238,29.5884037,11
１０４国道,1,50,120.830025,29.5891685,11
１０４国道,1,50,120.829956,29.5891991,11
１０４国道,1,50,120.829063,29.5897598,11
１０４国道,1,50,120.828865,29.58988,11
１０４国道,1,50,120.828743,29.5899506,11
１０４国道,1,50,120.828606,29.5900497,11
１０４国道,1,50,120.828514,29.5901203,11
１０４国道,1,50,120.828247,29.5903473,11
１０４国道,1,50,120.828125,29.5904884,11
１０４国道,1,50,120.828003,29.5906849,11
１０４国道,1,50,120.82795,29.5907688,11
１０４国道,1,50,120.827911,29.590889,11
１０４国道,1,50,120.827873,29.5910091,11
１０４国道,1,50,120.82782,29.5912037,11
１０４国道,1,50,120.82782,29.5915203,11
１０４国道,1,50,120.82782,29.5917072,11
１０４国道,1,50,120.827843,29.5918579,11
１０４国道,1,50,120.827866,29.5919647,11
１０４国道,1,50,120.827896,29.5920925,11
１０４国道,1,50,120.82795,29.5922985,11
１０４国道,1,50,120.828018,29.5924931,11
１０４国道,1,50,120.82814,29.5927963,11
１０４国道,1,50,120.82843,29.5933781,11
１０４国道,1,50,120.829117,29.5946941,11
１０４国道,1,50,120.829735,29.5960884,11
１０４国道,1,50,120.830162,29.5969601,11
１０４国道,1,50,120.830772,29.5983601,11
１０４国道,1,50,120.831306,29.5994587,11
１０４国道,1,50,120.832619,29.6023369,11
１０４国道,1,50,120.833778,29.6046753,11
１０４国道,1,50,120.83403,29.6051464,11
１０４国道,1,50,120.83477,29.6063919,11
１０４国道,1,50,120.835289,29.6074448,11
１０４国道,1,50,120.835472,29.608036,11
１０４国道,1,50,120.835518,29.6086578,11
１０４国道,1,50,120.835449,29.6097298,11
１０４国道,1,50,120.835289,29.6110439,11
１０４国道,1,50,120.835106,29.6118851,11
１０４国道,1,50,120.834793,29.6132622,11
１０４国道,1,50,120.834793,29.6133289,11
１０４国道,1,50,120.834747,29.6135159,11
１０４国道,1,50,120.834686,29.6138039,11
１０４国道,1,50,120.834244,29.615694,11
１０４国道,1,50,120.833633,29.6180973,11
１０４国道,1,50,120.833122,29.6201859,11
１０４国道,1,50,120.83287,29.6212444,11
１０４国道,1,50,120.832634,29.6223431,11
１０４国道,1,50,120.832268,29.6246319,11
１０４国道,1,50,120.832092,29.6263561,11
１０４国道,1,50,120.832016,29.6275558,11
１０４国道,1,50,120.831947,29.6289597,11
１０４国道,1,50,120.831909,29.6313324,11
１０４国道,1,50,120.831833,29.6331959,11
１０４国道,1,50,120.831696,29.6346035,11
１０４国道,1,50,120.831589,29.6352749,11
１０４国道,1,50,120.831367,29.6363201,11
１０４国道,1,50,120.831078,29.6374168,11
１０４国道,1,50,120.830917,29.6379547,11
１０４国道,1,50,120.830612,29.6387253,11
１０４国道,1,50,120.829811,29.6406841,11
１０４国道,1,50,120.829247,29.6420937,11
１０４国道,1,50,120.829033,29.6427288,11
１０４国道,1,50,120.828903,29.6432495,11
１０４国道,1,50,120.828796,29.6438217,11
１０４国道,1,50,120.828781,29.6443996,11
１０４国道,1,50,120.828835,29.6450672,11
１０４国道,1,50,120.828888,29.6453953,11
１０４国道,1,50,120.829086,29.6465015,11
１０４国道,1,50,120.829163,29.6470222,11
１０４国道,1,50,120.829224,29.6476669,11
１０４国道,1,50,120.829201,29.6483688,11
１０４国道,1,50,120.829102,29.6490364,11
１０４国道,1,50,120.828781,29.6501694,11
１０４国道,1,50,120.828445,29.6512489,11
１０４国道,1,50,120.828026,29.6523647,11
１０４国道,1,50,120.828148,29.6526489,11
１０４国道,1,50,120.828247,29.6528835,11
１０４国道,1,50,120.828339,29.6530437,11
１０４国道,1,50,120.828499,29.653244,11
１０４国道,1,50,120.828705,29.6534481,11
１０４国道,1,50,120.828888,29.653614,11
１０４国道,1,50,120.829086,29.6538525,11
１０４国道,1,50,120.82914,29.6539421,11
１０４国道,1,50,120.82917,29.6540852,11
１０４国道,1,50,120.82914,29.654377,11
１０４国道,1,50,120.829025,29.6545563,11
１０４国道,1,50,120.828781,29.6546936,11
１０４国道,1,50,120.828484,29.6548004,11
１０４国道,1,50,120.828079,29.6549511,11
１０４国道,1,50,120.82785,29.6550751,11
１０４国道,1,50,120.827644,29.6552258,11
１０４国道,1,50,120.827499,29.6553516,11
１０４国道,1,50,120.827072,29.6559696,11
１０４国道,1,50,120.827019,29.6560268,11
１０４国道,1,50,120.826965,29.6560574,11
１０４国道,1,50,120.826805,29.6568661,11
１０４国道,1,50,120.826523,29.6583557,11
１０４国道,1,50,120.826263,29.6599369,11
１０４国道,1,50,120.825668,29.662405,11
１０４国道,1,50,120.825264,29.6637115,11
１０４国道,1,50,120.825066,29.6640968,11
１０４国道,1,50,120.824203,29.6660671,11
１０４国道,1,50,120.822456,29.6690712,11
１０４国道,1,50,120.822205,29.6694794,11
１０４国道,1,50,120.821205,29.671257,11
１０４国道,1,50,120.820625,29.6722889,11
１０４国道,1,50,120.820267,29.6729603,11
１０４国道,1,50,120.819771,29.6739769,11
１０４国道,1,50,120.819427,29.6748886,11
１０４国道,1,50,120.819321,29.6753197,11
１０４国道,1,50,120.819244,29.675724,11
１０４国道,1,50,120.819199,29.6760006,11
１０４国道,1,50,120.819183,29.6765022,11
１０４国道,1,50,120.819221,29.6770496,11
１０４国道,1,50,120.819321,29.6779194,11
１０４国道,1,50,120.819374,29.6780853,11
１０４国道,1,50,120.819481,29.678627,11
１０４国道,1,50,120.819672,29.6792126,11
１０４国道,1,50,120.819946,29.6798534,11
１０４国道,1,50,120.820358,29.6805325,11
１０４国道,1,50,120.821083,29.6814938,11
１０４国道,1,50,120.821442,29.6818848,11
１０４国道,1,50,120.821976,29.6823902,11
１０４国道,1,50,120.82225,29.6826096,11
１０４国道,1,50,120.822899,29.683094,11
１０４国道,1,50,120.823982,29.6839027,11
１０４国道,1,50,120.82431,29.6841831,11
１０４国道,1,50,120.824692,29.6845551,11
１０４国道,1,50,120.825218,29.685133,11
１０４国道,1,50,120.825478,29.6854668,11
１０４国道,1,50,120.825691,29.6858139,11
１０４国道,1,50,120.825874,29.6861591,11
１０４国道,1,50,120.82605,29.6865597,11
１０４国道,1,50,120.826225,29.6870613,11
１０４国道,1,50,120.826309,29.6873741,11
１０４国道,1,50,120.826401,29.6878128,11
１０４国道,1,50,120.826469,29.6883068,11
１０４国道,1,50,120.8265,29.6888275,11
１０４国道,1,50,120.826469,29.6895027,11
１０４国道,1,50,120.826424,29.6899776,11
１０４国道,1,50,120.826332,29.6907196,11
１０４国道,1,50,120.826256,29.6915016,11
１０４国道,1,50,120.826309,29.692276,11
１０４国道,1,50,120.826447,29.6930485,11
１０４国道,1,50,120.826828,29.6940975,11
１０４国道,1,50,120.827316,29.6950169,11
１０４国道,1,50,120.827759,29.6956444,11
１０４国道,1,50,120.82798,29.6958809,11
１０４国道,1,50,120.82827,29.6961918,11
１０４国道,1,50,120.83049,29.6980839,11
１０４国道,1,50,120.830933,29.6984406,11
１０４国道,1,50,120.83168,29.699297,11
１０４国道,1,50,120.832039,29.6997471,11
１０４国道,1,50,120.832359,29.7002316,11
１０４国道,1,50,120.83371,29.7027111,11
１０４国道,1,50,120.834496,29.7043209,11
１０４国道,1,50,120.834702,29.7047825,11
１０４国道,1,50,120.835876,29.7078705,11
１０４国道,1,50,120.83886,29.7149105,11
１０４国道,1,50,120.840088,29.7177963,11
１０４国道,1,50,120.840424,29.7195778,11
１０４国道,1,50,120.840355,29.7205296,11
１０４国道,1,50,120.840294,29.7216129,11
１０４国道,1,50,120.839943,29.7229729,11
１０４国道,1,50,120.839401,29.7238808,11
１０４国道,1,50,120.838593,29.725214,11
１０４国道,1,50,120.836578,29.728466,11
１０４国道,1,50,120.834274,29.7324619,11
１０４国道,1,50,120.833908,29.7334576,11
１０４国道,1,50,120.833855,29.7336807,11
１０４国道,1,50,120.833832,29.7339993,11
１０４国道,1,50,120.833946,29.7364883,11
１０４国道,1,50,120.834137,29.7376003,11
１０４国道,1,50,120.83419,29.7378979,11
１０４国道,1,50,120.834663,29.7405548,11
１０４国道,1,50,120.835091,29.7429905,11
１０４国道,1,50,120.835915,29.747427,11
１０４国道,1,50,120.83606,29.7482719,11
１０４国道,1,50,120.83625,29.7488804,11
１０４国道,1,50,120.836479,29.7494049,11
１０４国道,1,50,120.836784,29.7499294,11
１０４国道,1,50,120.837013,29.7502937,11
１０４国道,1,50,120.837425,29.7507782,11
１０４国道,1,50,120.837807,29.7511387,11
１０４国道,1,50,120.83857,29.7517548,11
１０４国道,1,50,120.840446,29.7528801,11
１０４国道,1,50,120.841064,29.7533607,11
１０４国道,1,50,120.841553,29.7537994,11
１０４国道,1,50,120.842117,29.7544136,11
１０４国道,1,50,120.842575,29.7551384,11
１０４国道,1,50,120.842918,29.7558613,11
１０４国道,1,50,120.843216,29.7567387,11
１０４国道,1,50,120.843613,29.7584839,11
１０４国道,1,50,120.843735,29.7595863,11
１０４国道,1,50,120.843651,29.7606716,11
１０４国道,1,50,120.843452,29.761755,11
１０４国道,1,50,120.843002,29.7630844,11
１０４国道,1,50,120.842598,29.7644844,11
１０４国道,1,50,120.8424,29.7656136,11
１０４国道,1,50,120.842377,29.766737,11
１０４国道,1,50,120.842415,29.7675247,11
１０４国道,1,50,120.842651,29.7686539,11
１０４国道,1,50,120.843033,29.7699337,11
１０４国道,1,50,120.843536,29.7713737,11
１０４国道,1,50,120.844215,29.7734756,11
１０４国道,1,50,120.845505,29.7771549,11
１０４国道,1,50,120.845833,29.7779026,11
１０４国道,1,50,120.847084,29.7802658,11
１０４国道,1,50,120.847771,29.7811775,11
１０４国道,1,50,120.849174,29.7831249,11
１０４国道,1,50,120.850632,29.7849865,11
１０４国道,1,50,120.851135,29.7857418,11
１０４国道,1,50,120.851387,29.7861252,11
１０４国道,1,50,120.85157,29.7864494,11
１０４国道,1,50,120.851662,29.7866364,11
１０４国道,1,50,120.851768,29.7868538,11
１０４国道,1,50,120.851875,29.7871342,11
１０４国道,1,50,120.851982,29.7873917,11
１０４国道,1,50,120.852036,29.7875595,11
１０４国道,1,50,120.852089,29.7877369,11
１０４国道,1,50,120.85218,29.7880573,11
１０４国道,1,50,120.852211,29.7882481,11
１０４国道,1,50,120.852303,29.7886791,11
１０４国道,1,50,120.852478,29.7896271,11
１０４国道,1,50,120.85273,29.7908936,11
１０４国道,1,50,120.853073,29.7927608,11
１０４国道,1,50,120.853401,29.7945194,11
１０４国道,1,50,120.853477,29.7949333,11
１０４国道,1,50,120.853584,29.7955914,11
１０４国道,1,50,120.853691,29.7964172,11
１０４国道,1,50,120.853912,29.7982883,11
１０４国道,1,50,120.853935,29.7986355,11
１０４国道,1,50,120.853958,29.7991333,11
１０４国道,1,50,120.853973,29.7995281,11
１０４国道,1,50,120.853966,29.8002319,11
１０４国道,1,50,120.853882,29.8022575,11
１０４国道,1,50,120.853745,29.8038807,11
１０４国道,1,50,120.853577,29.8052711,11
１０４国道,1,50,120.853378,29.8065376,11
１０４国道,1,50,120.853104,29.8079948,11
１０４国道,1,50,120.852692,29.8098755,11
１０４国道,1,50,120.852509,29.8106804,11
１０４国道,1,50,120.85215,29.8122845,11
１０４国道,1,50,120.851967,29.8132706,11
１０４国道,1,50,120.85186,29.8139992,11
１０４国道,1,50,120.851746,29.8151817,11
１０４国道,1,50,120.851608,29.8179817,11
１０４国道,1,50,120.851593,29.8183727,11
１０４国道,1,50,120.851585,29.8186131,11
１０４国道,1,50,120.851555,29.8189297,11
１０４国道,1,50,120.851501,29.8193645,11
１０４国道,1,50,120.851433,29.8198357,11
１０４国道,1,50,120.851303,29.8203869,11
１０４国道,1,50,120.850723,29.8224182,11
１０４国道,1,50,120.850525,29.823494,11
１０４国道,1,50,120.850418,29.824297,11
１０４国道,1,50,120.850403,29.8260841,11
１０４国道,1,50,120.850418,29.8270493,11
１０４国道,1,50,120.850418,29.8277416,11
１０４国道,1,50,120.850433,29.8289776,11
１０４国道,1,50,120.850433,29.8302307,11
１０４国道,1,50,120.850426,29.8307419,11
１０４国道,1,50,120.850418,29.830946,11
１０４国道,1,50,120.850403,29.8312664,11
１０４国道,1,50,120.850365,29.8314934,11
１０４国道,1,50,120.850327,29.8317471,11
１０４国道,1,50,120.850273,29.8320942,11
１０４国道,1,50,120.850189,29.8325195,11
１０４国道,1,50,120.850166,29.8326302,11
１０４国道,1,50,120.850098,29.8329163,11
１０４国道,1,50,120.849998,29.8332539,11
１０４国道,1,50,120.849937,29.8334675,11
１０４国道,1,50,120.849831,29.8337517,11
１０４国道,1,50,120.849686,29.8341293,11
１０４国道,1,50,120.849564,29.8344002,11
１０４国道,1,50,120.849335,29.8349018,11
１０４国道,1,50,120.849113,29.8353157,11
１０４国道,1,50,120.848221,29.8369236,11
１０４国道,1,50,120.846069,29.8407516,11
１０４国道,1,50,120.844971,29.8427601,11
１０４国道,1,50,120.843269,29.8457909,11
１０４国道,1,50,120.843048,29.8462353,11
１０４国道,1,50,120.842949,29.8464317,11
１０４国道,1,50,120.84288,29.8465996,11
１０４国道,1,50,120.842789,29.8468227,11
１０４国道,1,50,120.842682,29.8471298,11
１０４国道,1,50,120.842628,29.8473244,11
１０４国道,1,50,120.84256,29.8476048,11
１０４国道,1,50,120.842506,29.8478527,11
１０４国道,1,50,120.842461,29.8481102,11
１０４国道,1,50,120.842438,29.8483162,11
１０４国道,1,50,120.842415,29.8486309,11
１０４国道,1,50,120.842415,29.8488216,11
１０４国道,1,50,120.842415,29.8490582,11
１０４国道,1,50,120.842438,29.8492661,11
１０４国道,1,50,120.842461,29.8495331,11
１０４国道,1,50,120.842491,29.8497066,11
１０４国道,1,50,120.842575,29.8501682,11
１０４国道,1,50,120.842651,29.8503914,11
１０４国道,1,50,120.842728,29.8506622,11
１０４国道,1,50,120.842896,29.8510704,11
１０４国道,1,50,120.842949,29.8511906,11
１０４国道,1,50,120.843163,29.851614,11
１０４国道,1,50,120.843346,29.8519325,11
１０４国道,1,50,120.844604,29.8540306,11
１０４国道,1,50,120.845184,29.8550186,11
１０４国道,1,50,120.84536,29.8553333,11
１０４国道,1,50,120.845543,29.8557014,11
１０４国道,1,50,120.84565,29.8559608,11
１０４国道,1,50,120.84584,29.8564053,11
１０４国道,1,50,120.846161,29.8572674,11
１０４国道,1,50,120.846275,29.8575954,11
１０４国道,1,50,120.846382,29.8579559,11
１０４国道,1,50,120.846535,29.8585281,11
１０４国道,1,50,120.846596,29.8587914,11
１０４国道,1,50,120.846649,29.8591118,11
１０４国道,1,50,120.846687,29.8594627,11
１０４国道,1,50,120.846718,29.8598213,11
１０４国道,1,50,120.846741,29.8600941,11
１０４国道,1,50,120.846725,29.8604527,11
１０４国道,1,50,120.846718,29.8607597,11
１０４国道,1,50,120.846687,29.8610897,11
